Date,Open,High,Low,Close,Volume,Crude Oil WTI Futures,Federal Funds Rate,USD/EUR Exchange Rate,USD/GBP Exchange Rate,USD/CNY Exchange Rate,USD/NOK Exchange Rate,USD/SGD Exchange Rate,USD/AUD Exchange Rate,USD/JPY Exchange Rate,USD/INR Exchange Rate,M1 Money Supply,M2 Money Supply,Consumer Price Index (CPI),Producer Price Index (PPI),Unemployment Rate
2000-01-27,4.961751025499841,4.964372832593735,4.935372809596427,140.25,16.206353842018814,4.192680462944473,1.8885836538787235,0.6876319999221118,0.9693764190036764,2.22767834037244,2.2134806179221567,0.9906558138665952,0.5038010088894492,4.6625896768565225,3.7984062786434194,7.02384799796908,8.448614519850961,5.1375615876692295,4.862135285778585,1.6094379124541003
2000-01-28,4.94476254994626,4.949203054578463,4.916553159935849,135.875,16.293409460749583,4.193435464867841,1.8840347453524233,0.6813276038051976,0.9635559243794226,2.2276567844671993,2.2267833795885514,0.9969486349285099,0.4864304669927508,4.683519152399993,3.798854307324748,7.02384799796908,8.448614519850961,5.1375615876692295,4.862135285778585,1.6094379124541003
2000-01-29,4.94476254994626,4.949203054578463,4.916553159935849,135.875,16.293409460749583,4.193435464867841,1.8840347453524233,0.6813276038051976,0.9635559243794226,2.2276567844671993,2.2267833795885514,0.9969486349285099,0.4864304669927508,4.683519152399993,3.798854307324748,7.02384799796908,8.448614519850961,5.1375615876692295,4.862135285778585,1.6094379124541003
2000-01-30,4.94476254994626,4.949203054578463,4.916553159935849,135.875,16.293409460749583,4.193435464867841,1.8840347453524233,0.6813276038051976,0.9635559243794226,2.2276567844671993,2.2267833795885514,0.9969486349285099,0.4864304669927508,4.683519152399993,3.798854307324748,7.02384799796908,8.448614519850961,5.1375615876692295,4.862135285778585,1.6094379124541003
2000-01-31,4.918611375283812,4.946429517593759,4.912654885736787,139.5625,16.19215442904489,4.199154926575947,1.927164106248814,0.6809227659878373,0.9624870588020559,2.2276136712626964,2.2301219212710817,0.9936220748475019,0.4935980781604072,4.685182123958399,3.798854307324748,7.02384799796908,8.448614519850961,5.1375615876692295,4.862135285778585,1.6094379124541003
2000-02-01,4.94698526702051,4.960656924290715,4.93828823216886,140.9375,15.946108628429672,4.20856570631361,1.9154509415853322,0.6796059100439595,0.9612640975551271,2.227581335139472,2.227538218681914,0.9928813340729185,0.48949983711253153,4.6883157670756805,3.7981821890066274,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-02,4.957805381119048,4.964591355595547,4.951415934436992,141.0625,15.641011171559002,4.197201947663312,1.8931119635034026,0.6814793757428501,0.9578164787410264,2.2275705561993653,2.221917189937431,0.992696063113618,0.49225423824168,4.695010889988795,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-03,4.954946388236372,4.971547905388902,4.948759890378877,143.1875,15.894639675844877,4.208268308541902,1.9035989509984936,0.6874811589836026,0.9564725215454115,2.2276567844671993,2.214627814245823,0.9904701300855467,0.49390324463106533,4.690613667806477,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-04,4.971114535934666,4.976733742421264,4.963718374309202,142.5937,15.409916250593588,4.214347354618275,1.9021075264118459,0.6810745993762833,0.9522368586862119,2.2277322281027554,2.2267833795885514,0.9906558138665952,0.48949983711253153,4.68711876863618,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-05,4.971114535934666,4.976733742421264,4.963718374309202,142.5937,15.409916250593588,4.214347354618275,1.9021075264118459,0.6810745993762833,0.9522368586862119,2.2277322281027554,2.2267833795885514,0.9906558138665952,0.48949983711253153,4.68711876863618,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-06,4.971114535934666,4.976733742421264,4.963718374309202,142.5937,15.409916250593588,4.214347354618275,1.9021075264118459,0.6810745993762833,0.9522368586862119,2.2277322281027554,2.2267833795885514,0.9906558138665952,0.48949983711253153,4.68711876863618,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-07,4.9667704804500135,4.968292699605888,4.958903307006605,142.375,15.581234183704458,4.210348237979891,1.9110228900696655,0.6822378901024577,0.9523140310893958,2.2277322281027554,2.2255960514767104,0.9916950063591269,0.49096979511584404,4.698205051956192,3.7986303180752956,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-08,4.976517857050729,4.980605547645247,4.974144185514532,144.3125,15.412147081137922,4.205140280371358,1.897619859942525,0.6862232655374685,0.9595417739067769,2.2277322281027554,2.217408395597342,0.992065884974795,0.49182627381735866,4.705829669088173,3.7984062786434194,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-09,4.9799609431956355,4.9799609431956355,4.957695733075102,141.2812,15.95692886572486,4.214938458521994,1.9110228900696655,0.6888379090220628,0.9599247689325086,2.2277322281027554,2.213207281853764,0.9902101148546281,0.491336947243309,4.701479866126408,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-10,4.96021880818294,4.9667704804500135,4.954946388236372,141.5625,15.716214263644924,4.226395693134432,1.9154509415853322,0.6863742963228564,0.9577013531580804,2.2277322281027554,2.2164823939515332,0.9906186798685604,0.48980625660318977,4.698113931631741,3.797285327959966,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-11,4.961751025499841,4.962407471783699,4.934698368375592,138.6875,16.102961809898503,4.2266877492112735,1.9035989509984936,0.6854677692664612,0.9525455125719021,2.2277322281027554,2.220506981969294,0.9912868809476706,0.48747511021915785,4.700389452569935,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-12,4.961751025499841,4.962407471783699,4.934698368375592,138.6875,16.102961809898503,4.2266877492112735,1.9035989509984936,0.6854677692664612,0.9525455125719021,2.2277322281027554,2.220506981969294,0.9912868809476706,0.48747511021915785,4.700389452569935,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-13,4.961751025499841,4.962407471783699,4.934698368375592,138.6875,16.102961809898503,4.2266877492112735,1.9035989509984936,0.6854677692664612,0.9525455125719021,2.2277322281027554,2.220506981969294,0.9912868809476706,0.48747511021915785,4.700389452569935,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-14,4.947206912082427,4.947206912082427,4.936719611146805,139.5,15.958959346868184,4.238156264255623,1.9154509415853322,0.6822378901024577,0.9512717008080255,2.2276352280972915,2.2244073119408347,0.9923254181872241,0.487290840693756,4.697293474864809,3.798854307324748,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-15,4.943426544403518,4.957366013646474,4.9330109930526165,141.0781,16.220498888175552,4.236278058112213,1.9242486522887323,0.6848125438203062,0.9535865166563876,2.2276136712626964,2.224785700550443,0.9917691930871526,0.4885800148800207,4.698205051956192,3.7986303180752956,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-16,4.951415934436992,4.955386819866482,4.940189939695816,139.0,15.99540822089658,4.233961566559467,1.897619859942525,0.6852158102840632,0.9570487243847253,2.2276136712626964,2.223433654699432,0.9944732489639562,0.488641362691453,4.703928958012261,3.8010914447230992,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-17,4.9518579233944635,4.9518579233944635,4.936046077958811,138.2812,15.841577825730349,4.224641563171422,1.8961194845673128,0.6862736116671179,0.957432675243718,2.2275597771430715,2.228400194815439,0.9954715297855512,0.48980625660318977,4.711959680170508,3.799525974203238,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-18,4.940749166632804,4.940749166632804,4.909893724295461,135.3125,16.057198598285968,4.2266877492112735,1.9021075264118459,0.6856189141895316,0.954895871023707,2.2275597771430715,2.2253800220958766,0.9953976172240805,0.48808909685350027,4.717426868334653,3.799525974203238,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-19,4.940749166632804,4.940749166632804,4.909893724295461,135.3125,16.057198598285968,4.2266877492112735,1.9021075264118459,0.6856189141895316,0.954895871023707,2.2275597771430715,2.2253800220958766,0.9953976172240805,0.48808909685350027,4.717426868334653,3.799525974203238,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-20,4.940749166632804,4.940749166632804,4.909893724295461,135.3125,16.057198598285968,4.2266877492112735,1.9021075264118459,0.6856189141895316,0.954895871023707,2.2275597771430715,2.2253800220958766,0.9953976172240805,0.48808909685350027,4.717426868334653,3.799525974203238,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
2000-02-21,4.940749166632804,4.940749166632804,4.909893724295461,135.3125,16.057198598285968,4.2266877492112735,1.9021075264118459,0.6856189141895316,0.954895871023707,2.2275597771430715,2.2253800220958766,0.9953976172240805,0.48808909685350027,4.717426868334653,3.799525974203238,7.011754869000712,8.451459289428934,5.141663556503245,4.873669439023863,1.629240539749888
